segment,region,company_name,website,email,phone,target_title,source_url,notes,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23,extra_col_24,extra_col_25,extra_col_26,extra_col_27,extra_col_28,extra_col_29,extra_col_30,extra_col_31,extra_col_32,extra_col_33,extra_col_34,extra_col_35,extra_col_36,extra_col_37,extra_col_38,extra_col_39,extra_col_40,extra_col_41,business_category,business_type,business_group
Event planners,Northeast,Hudson & Nine,https://www.hudsonandnine.com/,hello@hudsonandnine.com,646.808.0368,Founder & Creative Director,https://www.partyslate.com/vendors/hudson-nine,Kimberly Seeherman Brown is the Founder & Creative Director.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Jodi Raphael Events,https://www.jodiraphael.com/,jodi@jodiraphael.com,617.467.4524,Owner/Lead Planner,https://www.jodiraphael.com/connect,Jodi Raphael is the owner and lead planner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Marissa Pedone Events,https://www.marissapedoneevents.com/,marissa@marissapedoneevents.com,978-758-9647,Founder & Creative Director,https://www.partyslate.com/vendors/marissa-pedone-events,Marissa Pedone is the Founder & Creative Director.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Mixed Company NYC,https://www.mixedcompanynyc.com/,hello@mixedcompanynyc.com,917.653.4680,Founder,https://www.partyslate.com/vendors/mixed-company-nyc,"Found on PartySlate, also serves New York City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,R.L. Sisson Events,https://rlsissonevents.com/,rlsisson@gmail.com,401-935-6704,Founder and Creative Director,https://www.partyslate.com/vendors/r-l-sisson-events,Rachel Sisson is the Founder and Creative Director.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Rafanelli Events,https://www.rafanellievents.com/,eventinquiries@rafanellievents.com,(888) 593-1220,Founder and Chief Creative Officer,https://www.partyslate.com/vendors/rafanelli-events,Bryan Rafanelli is the Founder and Chief Creative Officer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Shannon Wellington Weddings,https://www.shannonwellington.com/,shannon@shannonwellington.com,610.324.3091,Founder,https://www.partyslate.com/vendors/shannon-wellington-weddings,Shannon Wellington is the Founder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Something Bleu Wedding & Event Planning,https://somethingbleuweddings.com/,info@somethingbleuweddings.com,978-204-4083,Founder,https://somethingbleuweddings.com/,Julie Riley is the founder. Contact information found on homepage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,TYGER Productions,https://www.tygerproductions.com/,tygerboston@tygerproductions.com,(617) 580-2413,Founder + Creative Director,https://www.partyslate.com/vendors/tyger-productions,Ty Kuppig is the Founder + Creative Director.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Whim Events,https://whimevents.com/,natalie@whimevents.com,617.413.9735,Owner/Lead Planner,https://whimevents.com/contact-whim-events,Natalie is likely the owner or lead planner based on the email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,All Event Rental,alleventrental.com,info@alleventrental.com,(941) 894-3406,Founder,s://www.alleventrental.com/,Extracted from GoodFirms list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,Complete Weddings + Events,completewedo.com,events@completewedo.com,402.339.0001,Founder,https://completewedo.com/,Extracted from GoodFirms list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,Event Rhythm,eventrhythm.com,info@eventrhythm.com,833-353-8368,Founder,https://eventrhythm.com/,Extracted from GoodFirms list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,KIS (Cubed) Events,kiscubedevents.com,info@kiscubedevents.com,855.547.2823,Chief Experience Officer (Nirjary M. Desai),https://www.kiscubedevents.com/,Extracted from GoodFirms list. Nirjary M. Desai is the CEO and Founder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,Minimax,minimaxevents.com,info@minimaxevents.com,(305) 900-5512,Founder,https://minimaxevents.com/,Extracted from GoodFirms list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,PRETO BUSINESS Corp.,pretobusiness.com,info@pretobusiness.com,+1 (818) 975-2129,Founder,https://pretobusiness.com/,Extracted from GoodFirms list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,The Historic Alfred I. duPont Building,thedupontbuilding.com,events@thedupontbuilding.com,305-777-1637,Founder,https://thedupontbuilding.com/,Extracted from GoodFirms list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,TOCA Events,tocaevents.com,info@tocaevents.com,888 850 4178,Founder,https://www.tocaevents.com/,Extracted from GoodFirms list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Texas,My Little Occasion,http://mylittleoccasion.blogspot.com/,mylittleoccasion@gmail.com,4695739930,Founder,https://www.eventective.com/princeton-tx/my-little-occasion-622427.html,Eventective profile plus website email enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Big Cedar,www.bigcedar.com,aschulte@oakcreekwi.gov,414-766-7000,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Destination Lake Winnebago,www.discoverwauwatosa.com,bgleesing@wauwatosa.net,414-479-3548,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Fox Cities,www.foxcities.org,ahutchinson@foxcities.org,920-734-3358,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Holland,www.holland.org,meetings@holland.org,616-394-0000,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,"However you decide to explore Effingham, we encourage you to soak up the people, the places and the experiences that set us apart. For more information, or to view our Calendar of",www.visiteffinghamil.com,jthoele@effinghamil.com,800-772-0750,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Janesville,www.janesvillecvb.com,meetings@janesvillecvb.com,"800-487-2757, Ext. 101",Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,"KCK offers diverse meeting spaces, from historic Memorial Hall to Kansas Speedway, the new Margaritaville",www.visitkansascityks.com,mindy@visitkansascityks.com,913-321-5800,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,La Crosse,www.lacrossecenter.com,office@lacrossecenter.com,(608) 789-7400,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,"Located in downtown Appleton, the Hilton Appleton Paper Valley",www.hilton.com/en/hotels/atwpvhh-hilton-appleton-paper-valley/,brandon.flitter@hilton.com,920-733-8000,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,EFD Creative Event Planning & Design,https://www.efdcreative-events.com/,info@efdcreative.com,7818561981,Founder/Lead Planner,https://www.efdcreative-events.com/contact/,Edna Dratch-Parker is the founder. Email inferred from common pattern. | Direct profile data from Eventective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Janie Haas Events,https://www.janiehaasevents.com/,info@janiehaasevents.com,978-725-5956,Founder,https://www.janiehaasevents.com/contact,Janie Haas is the founder. Email inferred from common pattern.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event companies,Midwest,Soirée Wedding Planning,https://soireeia.com/,emily@soireeia.com,,Wedding Planner,https://soireeia.com/contact/,Email found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Services Company
Event planners,Northeast,Always Yours Events,https://alwaysyoursevents.com/,keri@alwaysyoursevents.com,,Owner/Lead Planner,https://alwaysyoursevents.com/,Keri Ketterer Walter is the owner and lead planner. Email found at the bottom of the page.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Cru & Co. Events,https://cruandcoevents.com/,elaina@cruandcoevents.com,,Owner/Lead Planner,https://cruandcoevents.com/contact,Elaina is likely the owner or lead planner based on the email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Michigan Avenue Events,https://michiganavenueevents.com/,hello@michiganavenueevents.com,,Owner + Lead Wedding & Event Planner,https://www.partyslate.com/vendors/michigan-avenue-events,Brianne Garritano is the Owner + Lead Wedding & Event Planner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,NXTevent,https://www.nxtevent.com/,info@nxtevent.com,,CEO + Owner,https://www.partyslate.com/vendors/nxtevent,Ally O'Connor is the CEO + Owner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Unique Melody Events & Design,https://uniquemelodyevents.com/,yvonne@uniquemelodyevents.com,,Founder,https://www.partyslate.com/vendors/unique-melody-events-design,Yvonne Caole-Sousa is the Founder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Lia Bancroft Events,https://www.liabancroftevents.com/,lia@liabancroftevents.com,,Owner/Lead Planner,https://www.peerspace.com/resources/best-event-planners-boston/,Lia Bancroft is the owner and lead planner. Email inferred from common pattern. | Lia Bancroft is the owner and lead planner. Email found on contact page.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Northeast,Mavinhouse Events,https://mavinhouse.com/,contact@mavinhouse.com,,Owner/Lead Planner,https://mavinhouse.com/contact,"Lindsey Shaktman, Stephanie Janian, Ashley Tangerini, Sarah Lema, Taylor DuRoss are listed as planners. Email inferred from contact form.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,All About U Events,,aayouevents@yahoo.com,2144053381,Founder,https://www.eventective.com/acworth-ga/all-about-u-events-712205.html,Direct profile data from Eventective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Southeast,"Wedding & Event Planners in Atlanta, GA | 126 Planners",,soireesfromtheheart@gmail.com,404-956-3551,Founder,https://www.eventective.com/atlanta-ga/a-casino-event-entertainment-company-184385.html,Direct profile data from Eventective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,ExploreElgin,,mary@exploreelginarea.com,855-515-7926,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,French Lick,,acloud@frenchlick.com,(888) 936-9360,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Green Lake,,info@visitgreenlake.com,920-294-3231,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Hamilton County,,lkelner@hamiltoncountytourism.com,317-848-3181,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,Re-energize your team with The Osthoff,,kathleen@elkhartlake.com,920-876-2385,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
Event planners,Midwest,The team at the John S. Knight,,wigroups@kalahariresorts.com,855-411-4605,Founder,https://midwestmeetings.com/business-directory/?wpbdp_view=all_listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Planner,Event Planning Services
